Marca,Modelo,Ano_Fabricacao,Ano_Modelo,Quilometragem,Combustivel,Cambio,Cor,Num_Portas,Estado_Venda,Preco_Listagem,Foi_Vendido
Peugeot,208,2014,2014,134116,Flex,Manual,Preto,4,PE,10627,0
Chevrolet,Montana,2007,2007,316187,Flex,Automático,Prata,4,SP,10000,0
Toyota,Hilux,2019,2020,66653,Flex,CVT,Cinza,2,PE,50834,1
Nissan,Kicks,2022,2022,30569,Flex,Automático,Branco,4,BA,50067,0
Ford,Ranger,2022,2023,30790,Diesel,Manual,Cinza,4,CE,44559,1
Citroën,C3,2011,2011,98820,Flex,Automatizado,Azul,4,PE,14761,0
Jeep,Commander,2016,2017,87670,Flex,Manual,Branco,4,RS,38211,0
Peugeot,3008,2022,2022,66619,Flex,Manual,Marrom,4,ES,43736,1
Ford,Ka,2015,2016,49934,Diesel,Manual,Marrom,2,GO,24370,0
Peugeot,3008,2010,2011,186055,Flex,Manual,Preto,4,BA,10000,0
Peugeot,3008,2010,2010,96723,Diesel,Automático,Preto,2,CE,13319,0
Volkswagen,Jetta,2009,2009,192543,Gasolina,Automático,Branco,2,PE,10000,0
Nissan,March,2016,2017,132905,Flex,CVT,Prata,4,ES,24512,0
Nissan,Sentra,2005,2005,209387,Flex,Manual,Vermelho,4,PE,10000,0
Hyundai,i30,2008,2008,195698,Flex,Manual,Marrom,4,SP,10000,0
Honda,WR-V,2008,2008,281871,Flex,CVT,Prata,4,ES,10000,1
Hyundai,HB20,2015,2016,157069,Flex,Manual,Branco,4,RJ,12171,0
Renault,Clio,2020,2020,70120,Flex,Automático,Vermelho,4,MG,30740,0
Ford,Ranger,2018,2018,76466,Flex,Manual,Preto,4,SC,18339,0
Fiat,Strada,2023,2023,28614,Diesel,Manual,Preto,4,PE,44731,1
Ford,Fiesta,2016,2016,117856,Gasolina,Automático,Azul,2,DF,15343,0
Hyundai,HB20S,2008,2009,210476,Flex,Automático,Marrom,4,RJ,10000,0
Toyota,Corolla,2013,2013,271531,Flex,Automático,Branco,4,ES,10000,0
Jeep,Commander,2006,2006,147704,Diesel,Manual,Preto,4,SC,10000,0
Hyundai,Tucson,2007,2008,329260,Flex,Automático,Azul,4,DF,10000,0
Fiat,Argo,2011,2012,126606,Flex,Manual,Vermelho,4,DF,10000,1
Fiat,Strada,2006,2006,281526,Flex,Manual,Vermelho,4,DF,10000,0
Peugeot,3008,2018,2018,146169,Flex,Automático,Vermelho,4,GO,17559,0
Nissan,March,2019,2019,43232,Flex,Manual,Vermelho,4,MG,35563,1
Peugeot,3008,2012,2013,241811,Flex,Manual,Azul,4,CE,10000,0
Hyundai,HB20,2022,2023,13093,Flex,CVT,Marrom,4,CE,73639,1
Peugeot,2008,2011,2011,141225,Flex,Manual,Prata,4,RJ,10000,0
Hyundai,Tucson,2019,2019,48816,Gasolina,Manual,Cinza,4,SP,31839,1
Renault,Captur,2022,2023,34508,Flex,Manual,Marrom,2,PR,36688,1
Hyundai,HB20,2010,2011,173139,Flex,Automático,Prata,2,MG,10000,0
Citroën,C4 Cactus,2022,2023,15524,Flex,Manual,Prata,4,PE,49565,1
Toyota,Yaris,2025,2025,867,Flex,Automático,Vermelho,4,ES,139480,1
Peugeot,3008,2020,2020,73558,Flex,Manual,Cinza,4,DF,23268,0
Jeep,Renegade,2014,2014,113077,Flex,Manual,Branco,2,PE,21734,0
Peugeot,2008,2014,2015,239596,Flex,Manual,Azul,2,PE,10000,0
Jeep,Commander,2017,2018,108865,Flex,Manual,Cinza,4,PE,28420,0
Hyundai,Creta,2024,2024,16505,Flex,Manual,Preto,4,CE,77277,1
Renault,Captur,2011,2012,173971,Flex,Manual,Preto,4,RJ,10000,0
Renault,Kwid,2011,2011,145121,Flex,CVT,Cinza,2,ES,10000,0
Citroën,C4 Cactus,2008,2009,172816,Diesel,Manual,Azul,4,SP,10000,0
Ford,Fiesta,2013,2013,159767,Flex,Manual,Preto,4,RS,10000,0
Nissan,Kicks,2014,2015,74721,Flex,Manual,Cinza,4,SC,21674,0
Toyota,SW4,2016,2016,159536,Flex,Manual,Cinza,2,GO,16469,0
Hyundai,Tucson,2014,2014,142293,Flex,Automático,Marrom,2,PR,15069,0
Nissan,Kicks,2005,2005,328476,Flex,Manual,Branco,4,MG,10000,0
Ford,EcoSport,2011,2012,251779,Flex,Automático,Preto,4,DF,10000,0
Volkswagen,Virtus,2005,2005,310860,Flex,Automático,Preto,4,CE,10000,0
Ford,Ranger,2009,2010,304914,Flex,Automatizado,Vermelho,4,MG,10000,0
Jeep,Renegade,2019,2019,96888,Flex,Manual,Vermelho,4,RS,28839,1
Ford,EcoSport,2013,2014,62033,Flex,Manual,Cinza,4,GO,16243,1
Nissan,March,2023,2023,32860,Flex,Manual,Marrom,4,MG,52820,1
Toyota,Hilux,2008,2009,147741,Flex,Manual,Marrom,2,RS,10973,0
Citroën,C3,2011,2011,156017,Diesel,Manual,Azul,4,SP,10000,0
Citroën,C3,2010,2010,227844,Flex,Manual,Prata,4,CE,10000,0
Volkswagen,Tiguan,2014,2015,95400,Flex,Manual,Preto,4,PE,14254,0
Nissan,Sentra,2023,2023,15937,Flex,Manual,Vermelho,4,PE,63394,1
Nissan,Kicks,2017,2018,91841,Flex,CVT,Branco,4,RS,32881,0
Citroën,C3,2023,2024,14269,Flex,Manual,Cinza,2,DF,52856,1
Renault,Captur,2008,2009,331606,Flex,Manual,Vermelho,2,SP,10000,0
Ford,Ranger,2007,2008,179383,Flex,Manual,Azul,2,ES,10000,0
Citroën,C4 Cactus,2006,2006,99202,Flex,Manual,Branco,4,RJ,10000,1
Toyota,Corolla,2012,2012,189736,Flex,Manual,Branco,4,GO,10000,0
Renault,Captur,2018,2019,97452,Diesel,Manual,Vermelho,4,CE,12501,1
Citroën,Aircross,2009,2010,325956,Flex,Automático,Azul,4,DF,10000,0
Nissan,Sentra,2007,2008,264773,Flex,Automático,Prata,4,GO,10000,0
Honda,HR-V,2020,2021,42789,Flex,CVT,Preto,2,SP,46617,1
Renault,Sandero,2023,2023,42759,Flex,Manual,Branco,2,ES,35851,1
Honda,HR-V,2006,2007,126614,Flex,Manual,Prata,4,GO,12376,0
Nissan,March,2013,2014,208323,Flex,Automático,Cinza,2,CE,10000,0
Fiat,Palio,2020,2020,46968,Flex,Automático,Marrom,4,RJ,26394,0
Renault,Captur,2006,2007,275184,Flex,Manual,Prata,4,DF,10000,0
Toyota,RAV4,2025,2025,1596,Flex,Automático,Prata,4,CE,114320,1
Chevrolet,Onix,2010,2011,195316,Flex,CVT,Prata,4,GO,10000,0
Nissan,Versa,2019,2019,71173,Diesel,Manual,Prata,4,MG,31665,1
Hyundai,HB20,2013,2013,205894,Flex,Manual,Branco,4,ES,10000,0
Volkswagen,Amarok,2019,2019,113644,Flex,Manual,Vermelho,4,PE,15616,0
Peugeot,3008,2008,2009,136662,Gasolina,Manual,Prata,4,RJ,10000,0
Jeep,Commander,2020,2020,45316,Gasolina,Automatizado,Azul,2,GO,46392,1
Citroën,C4 Cactus,2008,2008,140734,Flex,Manual,Azul,2,CE,10000,1
Honda,Fit,2020,2021,85662,Flex,CVT,Marrom,4,BA,64356,1
Ford,Ranger,2024,2025,517,Flex,Manual,Vermelho,4,RS,66407,1
Fiat,Strada,2009,2010,221420,Gasolina,Automático,Preto,4,MG,10000,0
Chevrolet,Onix Plus,2009,2009,209816,Flex,Automático,Vermelho,4,RJ,10000,0
Ford,Ka,2017,2017,54516,Gasolina,Manual,Cinza,4,BA,26985,0
Hyundai,Creta,2012,2013,135688,Flex,Automático,Azul,4,SP,14531,0
Honda,Fit,2025,2025,1849,Flex,Automático,Marrom,4,GO,112949,1
Peugeot,208,2021,2021,69315,Flex,Manual,Azul,2,MG,30896,0
Citroën,C3,2022,2023,17434,Flex,Manual,Cinza,4,CE,50583,1
Hyundai,HB20S,2008,2008,393232,Diesel,Manual,Branco,4,BA,10000,0
Volkswagen,Gol,2009,2010,244605,Flex,Manual,Cinza,2,SP,10000,0
Toyota,RAV4,2008,2008,300920,Flex,Automático,Branco,4,SP,10000,0
Toyota,Hilux,2013,2013,224409,Gasolina,Automático,Branco,4,PR,10000,0
Ford,EcoSport,2023,2023,48958,Flex,Automático,Prata,4,CE,49236,1
Volkswagen,Up!,2007,2007,156823,Gasolina,Automático,Azul,4,ES,10000,0
Jeep,Renegade,2011,2011,142814,Flex,Automático,Branco,4,CE,10928,0
Honda,Civic,2009,2009,395767,Flex,Automático,Marrom,4,SP,10000,0
Honda,WR-V,2025,2025,1558,Flex,Manual,Cinza,4,DF,103560,1
Fiat,Uno,2017,2018,50966,Flex,Automático,Cinza,2,BA,18882,1
Honda,CR-V,2023,2024,18184,Flex,Automatizado,Marrom,4,PR,81686,1
Fiat,Siena,2013,2014,165792,Flex,Automático,Cinza,4,MG,10000,0
Hyundai,Creta,2024,2024,10137,Diesel,CVT,Prata,2,SP,75291,1
Chevrolet,Spin,2020,2021,47810,Gasolina,Manual,Prata,4,PE,24828,1
Renault,Duster,2019,2020,36444,Flex,Automático,Cinza,4,CE,35710,0
Peugeot,2008,2023,2024,13069,Diesel,Automático,Marrom,4,CE,43671,1
Nissan,Frontier,2021,2021,72380,Flex,Manual,Azul,4,PE,47552,1
Jeep,Renegade,2015,2015,77974,Gasolina,Automatizado,Vermelho,4,SC,37333,0
Renault,Kwid,2019,2020,101593,Flex,Manual,Branco,4,PE,26677,0
Hyundai,Tucson,2014,2015,117526,Flex,Automático,Azul,2,SC,24546,0
Hyundai,i30,2005,2006,309433,Flex,Automático,Vermelho,4,PE,10000,0
Citroën,C3,2019,2019,58353,Flex,CVT,Vermelho,2,PR,22666,1
Citroën,C3,2014,2014,138728,Flex,Automático,Azul,2,ES,10167,0
Citroën,Aircross,2020,2020,107777,Flex,Manual,Vermelho,4,MG,20684,0
Ford,Ka,2024,2024,15368,Flex,Manual,Azul,4,GO,60553,1
Citroën,C3,2010,2010,334631,Flex,Manual,Azul,4,ES,10000,0
Ford,EcoSport,2010,2010,155899,Flex,Automático,Marrom,2,DF,10000,0
Chevrolet,Cobalt,2024,2024,15602,Flex,Manual,Prata,2,SP,37536,1
Fiat,Argo,2007,2007,360555,Flex,CVT,Marrom,4,PE,10000,0
Peugeot,208,2005,2006,167495,Flex,Automático,Branco,4,SC,10000,1
Hyundai,i30,2014,2014,131592,Flex,Automático,Cinza,4,DF,19884,0
Peugeot,2008,2020,2021,71117,Flex,Manual,Marrom,2,SC,32551,0
Chevrolet,Onix,2019,2020,44778,Flex,Manual,Marrom,4,PR,23879,1
Honda,City,2014,2015,143226,Flex,Automático,Preto,4,MG,19903,1
Hyundai,i30,2015,2016,82575,Flex,Automático,Branco,2,SP,27732,1
Honda,Fit,2005,2005,465116,Flex,Manual,Cinza,4,PR,10000,0
Chevrolet,Spin,2021,2022,25849,Flex,CVT,Vermelho,4,GO,42964,1
Chevrolet,S10,2008,2009,223417,Flex,Automático,Vermelho,4,MG,10000,0
Fiat,Mobi,2023,2024,25508,Flex,Automático,Prata,2,RJ,47948,1
Toyota,Hilux,2006,2006,188977,Flex,Automático,Prata,4,GO,10000,0
Honda,CR-V,2018,2019,73092,Flex,Manual,Azul,4,RJ,36081,0
Toyota,Corolla,2014,2014,212715,Flex,Manual,Preto,4,RS,10000,0
Renault,Clio,2005,2006,303779,Gasolina,Manual,Marrom,4,GO,10000,0
Toyota,Etios,2015,2016,212989,Gasolina,Automático,Prata,4,SP,10000,0
Ford,EcoSport,2009,2009,136973,Flex,Manual,Branco,4,SP,10000,0
Fiat,Strada,2023,2024,7858,Flex,Manual,Branco,4,SP,58225,1
Citroën,C4 Cactus,2014,2014,155272,Flex,CVT,Cinza,4,ES,10128,0
Chevrolet,Prisma,2017,2017,52394,Flex,Manual,Preto,4,GO,22827,1
Hyundai,Creta,2009,2009,280714,Flex,Manual,Azul,4,SC,10000,0
Jeep,Commander,2012,2012,91989,Flex,Manual,Azul,2,RS,22730,0
Honda,Civic,2021,2021,52603,Flex,Automático,Branco,4,PE,54752,1
Fiat,Pulse,2019,2020,56914,Diesel,Automático,Azul,4,SP,32176,1
Hyundai,HB20,2017,2017,115294,Etanol,Automático,Azul,4,PE,25828,0
Citroën,C3,2018,2018,131655,Gasolina,Automático,Prata,4,PR,15056,0
Chevrolet,Onix Plus,2021,2021,43324,Flex,Manual,Vermelho,2,SC,27083,1
Honda,HR-V,2020,2020,37004,Flex,Automático,Preto,4,DF,61737,1
Renault,Duster,2006,2007,380242,Flex,Manual,Cinza,4,DF,10000,0
Peugeot,3008,2008,2009,187299,Flex,Automático,Branco,4,PE,10000,0
Hyundai,Tucson,2019,2020,56445,Flex,Manual,Azul,4,CE,45565,1
Toyota,Etios,2023,2023,14472,Flex,Automático,Preto,4,CE,90545,1
Honda,City,2005,2006,217560,Flex,CVT,Cinza,4,PE,10000,0
Ford,Ka,2013,2014,164102,Diesel,Automático,Cinza,2,MG,10000,0
Volkswagen,Voyage,2010,2011,244980,Flex,Automático,Azul,2,DF,10000,0
Volkswagen,T-Cross,2005,2005,194271,Flex,Manual,Preto,4,SC,10000,0
Nissan,March,2012,2013,265788,Flex,Manual,Branco,4,PR,10000,0
Fiat,Strada,2009,2010,172083,Flex,Manual,Vermelho,2,GO,10000,0
Hyundai,HB20S,2005,2005,496552,Flex,Automático,Prata,2,BA,10000,0
Peugeot,208,2023,2023,26860,Etanol,Automático,Preto,4,DF,52531,0
Honda,Civic,2024,2024,22798,Flex,Automático,Preto,4,MG,100028,1
Renault,Clio,2025,2025,1289,Flex,Manual,Marrom,4,RS,60033,1
Toyota,Etios,2020,2020,75993,Flex,Manual,Cinza,4,BA,47118,0
Chevrolet,Onix,2005,2005,349929,Flex,CVT,Branco,2,BA,10000,0
Fiat,Toro,2008,2008,105891,Gasolina,CVT,Azul,2,SC,10000,0
Ford,Fiesta,2015,2015,172795,Diesel,Manual,Marrom,4,SC,10000,0
Volkswagen,Jetta,2008,2009,307085,Flex,Automático,Marrom,2,MG,10000,0
Toyota,Yaris,2024,2024,25966,Flex,Automático,Cinza,4,RJ,92164,1
Toyota,Corolla,2017,2017,76690,Gasolina,Automático,Branco,2,CE,35360,0
Hyundai,HB20S,2011,2012,174909,Flex,Manual,Branco,4,RJ,10000,0
Jeep,Commander,2009,2009,256938,Flex,CVT,Prata,4,GO,10000,0
Honda,WR-V,2020,2020,86759,Flex,Automatizado,Azul,4,GO,33214,0
Citroën,C4 Cactus,2025,2025,1560,Flex,Automático,Marrom,4,MG,76281,1
Citroën,C4 Cactus,2013,2013,157730,Flex,Automático,Branco,4,CE,10000,0
Ford,Ranger,2010,2011,307348,Flex,Automático,Vermelho,4,ES,10000,0
Volkswagen,Up!,2018,2019,82316,Flex,Automático,Preto,4,MG,30969,1
Volkswagen,T-Cross,2017,2017,81844,Flex,Automático,Azul,4,DF,25074,1
Fiat,Strada,2022,2023,35522,Flex,Manual,Preto,2,MG,33452,1
Nissan,Kicks,2024,2025,1159,Gasolina,Manual,Azul,2,RJ,72236,0
Nissan,Sentra,2005,2005,203149,Flex,Automatizado,Azul,4,RJ,10000,0
Honda,CR-V,2008,2008,157008,Flex,CVT,Prata,4,SC,11776,0
Ford,Ka,2020,2020,40867,Flex,Manual,Branco,4,GO,31721,1
Honda,Fit,2015,2016,96863,Gasolina,Automático,Marrom,4,ES,33849,0
Renault,Sandero,2017,2017,132102,Gasolina,Automático,Vermelho,4,PR,11629,0
Toyota,SW4,2011,2012,239846,Flex,CVT,Branco,2,RJ,10000,0
Ford,Ranger,2020,2021,43281,Gasolina,Automático,Vermelho,2,BA,35641,1
Hyundai,i30,2022,2022,63245,Gasolina,Automático,Azul,4,PE,50352,1
Toyota,Etios,2010,2011,236381,Gasolina,Automatizado,Cinza,4,MG,10000,0
Honda,City,2014,2015,165244,Flex,Automático,Vermelho,4,CE,17306,0
Honda,CR-V,2011,2012,336027,Flex,Automático,Cinza,4,PR,10000,0
Toyota,Hilux,2013,2013,179381,Flex,Automatizado,Branco,4,PE,10899,0
Honda,Civic,2019,2020,45947,Flex,Automático,Preto,4,ES,48073,1
Renault,Sandero,2011,2011,277427,Flex,Automático,Cinza,4,ES,10000,0
Peugeot,3008,2008,2009,139615,Flex,Manual,Marrom,4,GO,10000,0
Nissan,Sentra,2007,2008,288994,Flex,Automático,Vermelho,4,ES,10000,0
Ford,Ranger,2014,2015,212393,Flex,Manual,Marrom,4,CE,10000,0
Renault,Logan,2006,2007,220633,Flex,Automático,Azul,4,PE,10000,0
Jeep,Compass,2022,2022,40395,Flex,CVT,Vermelho,2,BA,76607,1
Peugeot,2008,2009,2010,230713,Flex,Automático,Marrom,4,PR,10000,0
Fiat,Uno,2022,2022,35742,Flex,Manual,Branco,4,CE,26684,1
Toyota,Hilux,2009,2009,161929,Flex,Automático,Prata,4,CE,12559,0
Citroën,C3,2016,2017,122622,Flex,Manual,Azul,2,BA,12776,0
Renault,Logan,2019,2019,37580,Flex,Automático,Cinza,2,RJ,38216,0
Hyundai,HB20,2021,2021,56320,Flex,CVT,Preto,4,PR,58277,1
Chevrolet,Tracker,2018,2019,88706,Flex,CVT,Prata,4,RJ,23772,1
Toyota,SW4,2021,2021,68327,Flex,Automático,Marrom,4,RJ,57235,1
Volkswagen,Fox,2007,2007,384602,Gasolina,Automático,Prata,4,CE,10000,1
Citroën,C4 Cactus,2022,2022,37414,Flex,CVT,Preto,2,SP,36273,1
Hyundai,i30,2018,2018,139115,Flex,CVT,Preto,4,ES,24010,0
Hyundai,HB20,2014,2015,227898,Gasolina,Automático,Vermelho,4,SC,10000,0
Jeep,Compass,2023,2024,17849,Flex,Manual,Azul,4,CE,95871,1
Renault,Kwid,2017,2018,74826,Gasolina,Manual,Vermelho,4,SP,16200,1
Jeep,Commander,2010,2010,308871,Flex,Automático,Marrom,2,GO,10000,0
Fiat,Uno,2005,2005,132097,Flex,Manual,Preto,4,CE,10000,0
Citroën,C4 Cactus,2021,2022,70954,Flex,Automático,Prata,4,MG,32513,1
Ford,Ranger,2012,2013,140836,Flex,Manual,Preto,4,CE,10414,0
Jeep,Commander,2023,2024,22165,Flex,Manual,Preto,2,SP,63616,1
Renault,Kwid,2017,2018,107300,Flex,Manual,Marrom,2,BA,14470,0
Honda,WR-V,2009,2009,278602,Flex,Manual,Preto,2,SC,10000,0
Peugeot,3008,2009,2009,158479,Flex,Manual,Marrom,4,GO,10000,0
Jeep,Compass,2019,2020,54414,Flex,Automático,Marrom,4,BA,43162,1
Toyota,Corolla,2017,2017,106393,Flex,CVT,Marrom,4,ES,37507,1
Chevrolet,Cruze,2023,2024,14465,Diesel,Automático,Vermelho,4,PE,43623,1
Jeep,Commander,2020,2020,112410,Flex,CVT,Marrom,2,RJ,32339,0
Peugeot,3008,2009,2009,244391,Gasolina,Manual,Vermelho,4,PE,10000,0
Volkswagen,Up!,2014,2015,200028,Flex,Manual,Vermelho,2,RS,10000,0
Volkswagen,Virtus,2010,2010,179275,Flex,Automático,Preto,4,PR,10000,0
Toyota,SW4,2015,2015,184005,Flex,Automatizado,Branco,4,BA,10243,0
Jeep,Renegade,2010,2010,177830,Gasolina,Manual,Azul,4,SP,10000,0
Citroën,C3,2005,2005,256497,Diesel,Automático,Preto,4,GO,10000,0
Chevrolet,Spin,2024,2025,1497,Gasolina,Automático,Cinza,4,RS,43220,1
Hyundai,Creta,2013,2013,206517,Flex,CVT,Marrom,4,BA,10000,1
Chevrolet,Cobalt,2017,2017,99854,Flex,Automático,Azul,2,RS,17546,1
Fiat,Punto,2013,2013,267886,Flex,Automático,Preto,4,GO,10000,0
Nissan,Kicks,2015,2016,84377,Flex,Automático,Cinza,4,BA,26085,0
Chevrolet,Spin,2019,2020,83964,Flex,Manual,Branco,4,MG,23312,1
Toyota,Yaris,2022,2022,39385,Flex,CVT,Preto,4,SC,72482,0
Ford,Ranger,2008,2008,100698,Flex,Automático,Azul,4,DF,10856,0
Honda,WR-V,2025,2025,1054,Flex,Automático,Marrom,4,GO,76104,1
Chevrolet,Onix,2010,2011,186495,Flex,CVT,Preto,2,RJ,10000,0
Fiat,Toro,2025,2025,1373,Flex,Manual,Preto,4,PE,57380,1
Peugeot,2008,2007,2008,176702,Gasolina,Manual,Azul,4,GO,10000,0
Peugeot,2008,2021,2022,28710,Flex,CVT,Preto,4,SP,52867,0
Citroën,C4 Cactus,2016,2016,117446,Flex,CVT,Marrom,2,DF,15760,0
Peugeot,3008,2008,2008,232666,Flex,Automático,Preto,4,ES,10000,0
Peugeot,2008,2017,2018,116757,Flex,Automático,Preto,2,MG,17873,0
Renault,Logan,2006,2006,228982,Diesel,Manual,Branco,4,PR,10000,0
Honda,Fit,2018,2018,49356,Flex,Manual,Preto,2,PE,31375,1
Volkswagen,Polo,2012,2013,100664,Gasolina,Automático,Branco,2,DF,10000,1
Peugeot,208,2012,2013,161059,Flex,Manual,Prata,2,SP,10000,0
Honda,City,2021,2022,58309,Flex,Manual,Vermelho,2,MG,56717,1
Citroën,C4 Cactus,2007,2007,161720,Flex,Automatizado,Branco,4,CE,10000,0
Chevrolet,Tracker,2021,2022,59451,Etanol,Manual,Vermelho,4,SP,29393,1
Nissan,Sentra,2006,2007,298037,Flex,Automático,Preto,2,PE,10000,0
Peugeot,2008,2016,2017,111281,Flex,Manual,Cinza,2,MG,19309,0
Nissan,Kicks,2008,2009,333945,Flex,Automático,Vermelho,2,SP,10000,0
Peugeot,3008,2011,2011,186990,Flex,Automático,Prata,4,ES,10000,0
Chevrolet,Cruze,2025,2025,2273,Gasolina,Manual,Azul,4,PR,48741,0
Citroën,C4 Cactus,2025,2025,1899,Flex,Automático,Preto,4,PE,65344,1
Chevrolet,Tracker,2023,2024,10844,Flex,Manual,Azul,4,SC,54059,1
Renault,Clio,2025,2025,1873,Gasolina,CVT,Marrom,4,GO,52272,1
Nissan,Kicks,2013,2013,70155,Gasolina,Manual,Marrom,2,DF,25152,0
Toyota,RAV4,2013,2014,111103,Flex,Manual,Preto,2,CE,20107,0
Ford,Fiesta,2013,2013,176346,Flex,Manual,Prata,2,CE,10000,0
Chevrolet,Cruze,2023,2023,20681,Gasolina,Manual,Preto,2,ES,30478,1
Volkswagen,Nivus,2013,2013,266011,Flex,CVT,Prata,2,CE,10000,1
Hyundai,i30,2013,2014,192696,Gasolina,CVT,Prata,4,DF,10000,1
Renault,Duster,2012,2012,193424,Flex,Manual,Prata,4,SC,10000,0
Honda,CR-V,2011,2011,303701,Flex,Automático,Vermelho,4,PR,10000,0
Volkswagen,Up!,2017,2017,153780,Gasolina,Manual,Vermelho,4,DF,10000,1
Nissan,Kicks,2011,2011,162657,Flex,CVT,Azul,2,PR,10851,0
Jeep,Renegade,2023,2024,20856,Flex,Manual,Vermelho,2,PE,78185,1
Chevrolet,Tracker,2021,2022,18566,Flex,Manual,Branco,4,CE,32260,1
Nissan,Versa,2020,2021,46970,Gasolina,Manual,Prata,4,BA,44654,0
Jeep,Commander,2018,2018,180856,Flex,Manual,Vermelho,4,CE,15019,0
Fiat,Siena,2020,2020,81890,Flex,Automático,Azul,4,BA,29079,1
Peugeot,208,2022,2023,24319,Gasolina,Manual,Azul,4,PR,57153,1
Chevrolet,Onix Plus,2012,2012,147285,Flex,Automático,Prata,4,CE,10000,0
Jeep,Commander,2024,2025,1056,Flex,Manual,Prata,4,PR,107763,1
Volkswagen,T-Cross,2024,2024,18893,Flex,Automático,Vermelho,4,DF,49130,1
Ford,Ranger,2007,2007,242742,Flex,Automático,Preto,4,BA,10000,0
Renault,Kwid,2019,2020,98173,Flex,Manual,Branco,4,PR,24050,1
Toyota,Etios,2006,2007,100759,Diesel,CVT,Marrom,2,SP,13114,0
Volkswagen,Polo,2021,2021,58812,Flex,Automático,Prata,4,BA,27893,0
Nissan,March,2015,2016,74045,Flex,Manual,Preto,2,MG,27140,0
Chevrolet,Onix Plus,2017,2017,87780,Flex,Automático,Branco,4,SC,20728,0
Renault,Oroch,2013,2014,155136,Diesel,Automático,Preto,4,SC,10000,1
Honda,Fit,2025,2025,1552,Flex,Manual,Prata,4,PR,75213,1
Volkswagen,Tiguan,2025,2025,1257,Flex,Manual,Prata,4,CE,37939,1
Jeep,Commander,2020,2020,48589,Flex,Automático,Cinza,4,MG,49118,1
Chevrolet,Cruze,2011,2012,132559,Flex,Automático,Preto,2,RJ,10723,0
Hyundai,Tucson,2012,2012,294445,Flex,Automático,Cinza,4,RJ,10000,0
Ford,Ranger,2008,2009,214763,Flex,Manual,Vermelho,4,CE,10000,0
Nissan,Frontier,2014,2014,240218,Diesel,Manual,Preto,4,PR,10000,0
Jeep,Compass,2009,2009,120668,Gasolina,Manual,Prata,4,PE,16627,0
Peugeot,2008,2007,2008,270807,Diesel,Manual,Azul,4,BA,10000,0
Hyundai,Creta,2022,2022,26636,Flex,Manual,Preto,4,RJ,64393,1
Chevrolet,Spin,2014,2014,124282,Flex,Manual,Prata,2,SP,10000,0
Peugeot,208,2020,2021,60917,Flex,Automático,Prata,4,CE,33302,1
Chevrolet,Onix,2014,2014,117654,Flex,Manual,Azul,4,RS,10000,0
Toyota,Yaris,2021,2022,37805,Flex,Automatizado,Prata,4,RJ,48678,1
Renault,Sandero,2025,2025,640,Flex,Manual,Branco,4,ES,60330,1
Toyota,Corolla,2007,2008,307729,Diesel,Manual,Vermelho,4,CE,10000,0
Renault,Kwid,2015,2016,166424,Flex,Manual,Preto,4,ES,10000,0
Volkswagen,Jetta,2007,2007,300026,Flex,Manual,Azul,4,RJ,10000,0
Citroën,C3,2007,2007,187072,Flex,Automático,Prata,4,DF,10000,0
Toyota,Etios,2012,2013,102885,Flex,Automático,Azul,4,RS,27657,1
Fiat,Punto,2021,2022,33878,Flex,Automático,Marrom,4,CE,35315,0
Ford,Focus,2025,2025,1252,Flex,Manual,Vermelho,4,ES,67347,1
Citroën,C3,2007,2007,276893,Flex,Automático,Prata,4,BA,10000,0
Jeep,Renegade,2014,2014,205442,Flex,Automático,Prata,2,ES,10000,0
Fiat,Pulse,2019,2020,63864,Flex,Automático,Prata,4,RJ,33453,1
Nissan,Kicks,2023,2024,13834,Flex,Automático,Cinza,4,CE,96337,1
Fiat,Mobi,2008,2008,299475,Gasolina,Manual,Preto,4,SP,10000,0
Nissan,Versa,2019,2019,63576,Flex,Automatizado,Preto,2,RJ,33633,1
Nissan,Sentra,2021,2022,46727,Gasolina,Manual,Vermelho,2,GO,45131,0
Honda,HR-V,2021,2022,51492,Flex,Manual,Cinza,4,RS,55302,1
Citroën,Aircross,2017,2017,101226,Flex,Manual,Azul,4,PR,20575,1
Ford,EcoSport,2024,2024,17792,Flex,Manual,Azul,4,PE,48477,1
Toyota,SW4,2022,2023,13765,Flex,Manual,Cinza,4,DF,98478,1
Renault,Logan,2010,2011,195902,Flex,Automatizado,Branco,2,RS,10000,0
Citroën,C4 Cactus,2025,2025,2311,Flex,Manual,Azul,2,ES,62416,0
Jeep,Compass,2016,2016,187133,Flex,Automático,Vermelho,4,MG,14092,1
Honda,WR-V,2017,2017,118317,Flex,Manual,Preto,2,MG,24805,0
Toyota,Corolla,2007,2007,170595,Gasolina,Automático,Marrom,4,GO,10000,0
Toyota,Corolla,2009,2010,351077,Flex,Manual,Preto,4,GO,10000,0
Toyota,Yaris,2020,2021,50079,Flex,Automático,Azul,2,GO,62378,1
Toyota,Corolla,2018,2018,81789,Diesel,Automático,Azul,4,MG,45793,1
Jeep,Commander,2006,2007,146750,Flex,CVT,Vermelho,2,SC,10049,0
Ford,Focus,2018,2018,106918,Flex,Manual,Cinza,4,PR,17736,0
Honda,HR-V,2006,2006,307605,Flex,Manual,Prata,4,BA,10000,0
Honda,Fit,2010,2011,229906,Flex,Manual,Marrom,2,DF,10000,0
Nissan,Frontier,2024,2025,1106,Diesel,Manual,Marrom,4,PR,71587,1
