Marca,Modelo,Ano_Fabricacao,Ano_Modelo,Quilometragem,Combustivel,Cambio,Cor,Num_Portas,Estado_Venda,Preco_Listagem,Foi_Vendido
Jeep,Compass,2011,2011,132030,Flex,Manual,Branco,2,PR,14369,0
Fiat,Strada,2021,2021,61279,Flex,CVT,Marrom,4,BA,28193,1
Nissan,Versa,2018,2018,85287,Gasolina,Automático,Branco,2,DF,28328,0
Nissan,Versa,2013,2014,92584,Flex,Manual,Branco,4,RJ,17086,0
Renault,Oroch,2022,2023,18778,Flex,Manual,Marrom,4,BA,40969,1
Volkswagen,Nivus,2007,2007,299099,Flex,Manual,Prata,2,SC,10000,0
Chevrolet,Onix,2020,2021,73210,Diesel,CVT,Marrom,4,PR,28538,1
Peugeot,2008,2020,2021,25628,Flex,Automático,Prata,4,RJ,41151,1
Volkswagen,Amarok,2010,2010,139237,Flex,Manual,Prata,2,SP,10000,0
Citroën,C3,2018,2019,139363,Flex,Automático,Azul,4,DF,21924,0
Honda,Civic,2011,2011,354026,Gasolina,Manual,Azul,4,GO,10000,0
Ford,Fiesta,2025,2025,1255,Gasolina,Automático,Branco,4,SC,53904,1
Nissan,Sentra,2016,2017,77908,Gasolina,Manual,Marrom,4,PR,30187,0
Jeep,Compass,2019,2019,44595,Flex,Manual,Marrom,4,SC,51300,1
Toyota,Yaris,2007,2007,122762,Flex,Manual,Cinza,2,SP,14527,1
Jeep,Commander,2007,2008,234762,Flex,Automático,Azul,4,MG,10000,0
Renault,Sandero,2006,2007,208540,Flex,Automático,Prata,4,SC,10000,0
Honda,City,2008,2008,138704,Flex,Manual,Vermelho,2,GO,15571,0
Ford,Ranger,2021,2021,52660,Flex,Automático,Branco,4,PE,32331,1
Nissan,Kicks,2014,2015,130245,Flex,Manual,Prata,4,MG,16700,0
Renault,Oroch,2012,2012,206768,Flex,Automatizado,Vermelho,2,RJ,10000,0
Hyundai,Creta,2021,2022,52939,Flex,Manual,Preto,4,DF,60128,0
Honda,HR-V,2020,2021,34305,Flex,Manual,Preto,4,SP,49259,1
Hyundai,HB20S,2015,2016,91111,Flex,Automático,Branco,4,GO,24452,0
Chevrolet,Onix Plus,2020,2020,85377,Flex,Manual,Preto,4,SC,26630,0
Chevrolet,Tracker,2012,2012,189403,Flex,Manual,Cinza,2,PR,10000,0
Renault,Clio,2007,2008,277023,Flex,Manual,Azul,2,RS,10000,0
Toyota,Corolla,2018,2018,53073,Flex,Automatizado,Prata,4,PR,36015,1
Ford,EcoSport,2012,2013,161039,Gasolina,Automático,Azul,4,DF,10000,0
Ford,Fiesta,2008,2008,184671,Flex,Automático,Preto,4,RJ,10000,1
Citroën,Aircross,2025,2025,1222,Flex,Automático,Azul,4,MG,65586,1
Volkswagen,Fox,2006,2007,118589,Gasolina,Manual,Vermelho,2,PR,10000,0
Nissan,Sentra,2005,2006,127700,Flex,Manual,Marrom,4,PE,10000,0
Citroën,C4 Cactus,2009,2009,203512,Diesel,Manual,Cinza,4,BA,10000,0
Renault,Sandero,2018,2018,80725,Flex,Automático,Marrom,4,CE,19683,0
Honda,HR-V,2024,2025,1486,Flex,Manual,Prata,4,GO,72653,0
Chevrolet,Onix,2018,2019,63737,Flex,Automático,Cinza,4,PR,23961,1
Honda,Civic,2009,2009,307930,Flex,Automatizado,Prata,2,ES,10000,0
Chevrolet,Cobalt,2019,2020,55944,Diesel,Manual,Vermelho,4,PE,21361,1
Fiat,Mobi,2016,2016,136644,Gasolina,Automático,Branco,4,DF,11915,1
Volkswagen,Voyage,2013,2014,183191,Flex,Manual,Vermelho,4,CE,10000,0
Ford,Focus,2013,2013,91925,Flex,CVT,Vermelho,4,RJ,17868,0
Hyundai,HB20,2011,2012,187700,Flex,Manual,Vermelho,4,MG,10000,0
Jeep,Renegade,2015,2015,123803,Flex,Manual,Preto,4,RJ,20590,0
Toyota,Hilux,2011,2012,193858,Gasolina,Manual,Prata,4,SC,10000,0
Hyundai,Creta,2016,2017,145377,Flex,Manual,Preto,4,PE,14820,0
Fiat,Argo,2021,2021,51521,Flex,CVT,Branco,4,PE,29686,1
Citroën,Aircross,2010,2010,225048,Flex,Automatizado,Azul,2,PR,10000,0
Jeep,Commander,2022,2023,19540,Flex,CVT,Marrom,4,PR,108778,1
Volkswagen,Virtus,2025,2025,938,Diesel,Automático,Branco,4,CE,68854,1
Peugeot,2008,2020,2020,110071,Gasolina,Manual,Branco,4,DF,22822,0
Nissan,Versa,2011,2012,265052,Flex,Manual,Azul,2,RJ,10000,0
Honda,HR-V,2019,2019,69263,Flex,Manual,Vermelho,4,CE,44742,1
Honda,HR-V,2021,2022,30227,Diesel,Automático,Preto,4,PR,57877,1
Peugeot,208,2021,2021,66438,Flex,Automático,Cinza,4,BA,31088,0
Jeep,Renegade,2020,2020,75919,Gasolina,Automatizado,Branco,4,CE,51379,0
Volkswagen,Jetta,2025,2025,1045,Flex,Automatizado,Preto,2,BA,46364,1
Toyota,Hilux,2011,2012,142636,Flex,Automático,Cinza,4,RJ,18015,0
Fiat,Punto,2008,2008,206616,Flex,Manual,Vermelho,4,PR,10000,0
Nissan,Kicks,2019,2019,111527,Flex,Manual,Azul,4,DF,24925,0
Chevrolet,Montana,2019,2019,104299,Flex,Automatizado,Vermelho,4,ES,12509,1
Jeep,Renegade,2009,2009,167299,Flex,Manual,Branco,4,SC,10000,0
Fiat,Pulse,2025,2025,946,Flex,Automático,Marrom,4,MG,74380,1
Peugeot,3008,2005,2006,303773,Flex,Manual,Vermelho,4,SP,10000,0
Volkswagen,Amarok,2016,2017,94472,Flex,Automatizado,Preto,4,PE,14196,1
Ford,Focus,2023,2023,16769,Flex,Manual,Vermelho,4,GO,54520,1
Ford,Focus,2025,2025,1454,Flex,Manual,Marrom,4,SP,51429,1
Volkswagen,Fox,2016,2017,185871,Flex,Automático,Preto,2,SC,10000,1
Ford,Fiesta,2007,2008,237007,Flex,Automático,Marrom,4,SC,10000,0
Ford,Ka,2009,2010,248890,Flex,Manual,Branco,4,BA,10000,0
Peugeot,3008,2017,2017,177634,Flex,Automático,Azul,4,MG,10130,0
Volkswagen,Amarok,2010,2011,211683,Flex,CVT,Marrom,2,BA,10000,0
Jeep,Compass,2005,2005,150042,Flex,Automático,Marrom,4,MG,10000,0
Ford,Ranger,2017,2018,133096,Flex,Manual,Vermelho,4,BA,15755,0
Chevrolet,Cobalt,2006,2006,247998,Flex,Automático,Marrom,4,GO,10000,0
Honda,City,2019,2020,95691,Gasolina,Automatizado,Azul,4,BA,34828,1
Nissan,Versa,2020,2021,53634,Flex,Automático,Azul,4,GO,56169,1
Hyundai,i30,2005,2005,321857,Flex,CVT,Branco,2,RS,10000,0
Renault,Logan,2020,2020,56987,Flex,Automático,Azul,4,PR,35791,0
Honda,HR-V,2014,2015,78987,Gasolina,Manual,Preto,4,RS,36281,0
Fiat,Strada,2006,2007,452518,Flex,Manual,Azul,4,ES,10000,0
Fiat,Palio,2012,2012,170534,Flex,Manual,Cinza,4,DF,10000,0
Toyota,RAV4,2007,2007,311282,Flex,CVT,Branco,4,PE,10000,0
Renault,Captur,2005,2005,193922,Gasolina,Automático,Cinza,4,PE,10000,0
Nissan,March,2010,2010,289052,Flex,Manual,Cinza,4,CE,10000,0
Volkswagen,Nivus,2014,2015,121262,Flex,Manual,Branco,4,GO,10000,0
Hyundai,Creta,2019,2020,68976,Flex,Manual,Azul,4,PR,32486,1
Jeep,Compass,2010,2011,84760,Flex,Manual,Azul,4,BA,21635,0
Volkswagen,Gol,2005,2005,419483,Flex,Automático,Cinza,4,MG,10000,0
Hyundai,Creta,2011,2011,106436,Flex,Manual,Preto,4,ES,14374,0
Renault,Sandero,2025,2025,1256,Gasolina,Automático,Cinza,4,ES,54278,1
Renault,Captur,2013,2013,75415,Gasolina,Manual,Preto,2,DF,10439,1
Renault,Duster,2019,2020,43468,Flex,Manual,Vermelho,2,RJ,34836,1
Nissan,March,2024,2024,12746,Flex,Manual,Azul,4,ES,65648,1
Honda,CR-V,2025,2025,796,Gasolina,Automático,Branco,4,BA,89630,1
Renault,Duster,2016,2017,105126,Flex,Automático,Preto,4,RJ,18346,0
Peugeot,208,2007,2008,393562,Flex,Manual,Vermelho,4,ES,10000,0
Volkswagen,Gol,2024,2025,968,Flex,Manual,Prata,4,PR,57591,1
Hyundai,Creta,2017,2018,91129,Flex,Manual,Prata,4,BA,30241,0
Citroën,C3,2014,2014,175799,Flex,Manual,Branco,4,SP,10000,1
Honda,Civic,2021,2022,55260,Flex,Automático,Prata,4,GO,66671,1
Fiat,Argo,2024,2024,18990,Flex,Automático,Vermelho,2,RS,32435,1
Jeep,Renegade,2022,2023,30828,Flex,Manual,Vermelho,4,PR,65827,1
Peugeot,3008,2012,2012,173145,Flex,CVT,Preto,2,ES,10000,0
Chevrolet,Prisma,2011,2011,198830,Flex,Manual,Azul,4,RJ,10000,0
Ford,Ka,2007,2008,167907,Gasolina,Automático,Branco,4,BA,10000,0
Volkswagen,Tiguan,2011,2012,209397,Flex,Automático,Azul,4,ES,10000,0
Volkswagen,Fox,2014,2014,213300,Flex,Manual,Preto,4,BA,10000,1
Nissan,Sentra,2011,2012,292293,Flex,Manual,Branco,2,SP,10000,0
Chevrolet,Prisma,2020,2020,88241,Flex,Manual,Branco,4,MG,25124,1
Toyota,Etios,2018,2019,60633,Flex,Manual,Azul,2,SP,49668,1
Nissan,March,2016,2016,225385,Flex,Automático,Preto,4,SP,10000,0
Honda,HR-V,2007,2007,195188,Flex,Manual,Vermelho,4,RJ,10000,0
Citroën,C4 Cactus,2016,2017,54820,Etanol,Automático,Preto,2,CE,27042,1
Fiat,Toro,2024,2025,1581,Flex,Manual,Prata,4,ES,61798,1
Fiat,Argo,2025,2025,2280,Flex,Automático,Prata,2,ES,52317,1
Citroën,C3,2005,2005,263077,Flex,Manual,Prata,4,BA,10000,0
Jeep,Compass,2020,2020,117875,Diesel,Automático,Azul,4,SP,47995,0
Hyundai,Tucson,2011,2012,91432,Flex,Automático,Azul,4,MG,16169,0
Volkswagen,Polo,2015,2016,133300,Gasolina,Manual,Branco,2,PR,12960,0
Citroën,C3,2007,2008,308795,Diesel,Manual,Marrom,4,PR,10000,0
Chevrolet,Prisma,2010,2011,208155,Flex,Automático,Prata,2,SP,10000,1
Volkswagen,Nivus,2018,2019,72176,Flex,Manual,Azul,2,DF,16000,1
Hyundai,Creta,2006,2007,217192,Flex,Automático,Vermelho,4,ES,10000,0
Hyundai,Tucson,2023,2023,24236,Flex,Manual,Prata,4,RJ,54559,1
Toyota,Etios,2022,2022,48838,Diesel,Manual,Branco,4,BA,54165,1
Chevrolet,Spin,2016,2016,84001,Flex,Manual,Branco,4,SC,17497,0
Volkswagen,Virtus,2016,2016,155412,Flex,CVT,Preto,4,CE,14309,0
Ford,Focus,2010,2010,161094,Flex,Automático,Vermelho,4,PE,10000,0
Nissan,March,2012,2012,200849,Flex,Manual,Vermelho,4,SP,10000,0
Honda,Civic,2006,2006,315641,Flex,Manual,Cinza,4,RJ,10000,0
Renault,Sandero,2007,2007,381168,Flex,Manual,Prata,2,CE,10000,0
Citroën,C3,2017,2018,48802,Gasolina,Manual,Branco,4,RS,27269,1
Volkswagen,Virtus,2017,2018,72820,Flex,Manual,Cinza,4,PE,21514,1
Citroën,C3,2008,2009,131923,Flex,Automático,Preto,2,PR,10000,0
Renault,Sandero,2022,2023,25758,Flex,Manual,Marrom,2,ES,32054,1
Fiat,Palio,2017,2017,91710,Flex,Manual,Branco,2,PR,15786,0
Chevrolet,S10,2012,2013,227129,Flex,Manual,Cinza,4,SP,10000,0
Chevrolet,S10,2012,2013,74065,Flex,Manual,Cinza,2,GO,14951,1
Citroën,C4 Cactus,2008,2009,145735,Flex,Automático,Marrom,4,SP,10000,0
Renault,Sandero,2007,2008,160670,Flex,Manual,Preto,4,PR,10000,1
Honda,WR-V,2025,2025,2016,Flex,Manual,Prata,2,CE,105290,1
Peugeot,208,2019,2019,88397,Flex,Automático,Cinza,2,RS,29571,1
Toyota,RAV4,2023,2024,15233,Flex,CVT,Cinza,2,GO,75392,1
Hyundai,Creta,2019,2019,78465,Flex,Automático,Marrom,4,MG,30606,1
Peugeot,2008,2007,2007,307302,Flex,Automático,Marrom,2,RJ,10000,0
Fiat,Siena,2008,2008,214129,Flex,Manual,Cinza,4,GO,10000,0
Peugeot,208,2008,2009,142441,Flex,Manual,Azul,4,ES,10000,0
Hyundai,HB20,2009,2010,128706,Flex,Automático,Preto,4,BA,11728,0
Jeep,Renegade,2005,2005,351960,Flex,Automatizado,Preto,4,RS,10000,0
Honda,WR-V,2018,2018,57932,Flex,Automático,Preto,4,DF,49069,0
Fiat,Mobi,2006,2006,294712,Flex,Manual,Branco,4,GO,10000,0
Jeep,Compass,2008,2009,185850,Flex,CVT,Cinza,4,RJ,10000,1
Citroën,Aircross,2009,2010,206011,Flex,Manual,Preto,4,SP,10000,0
Volkswagen,Polo,2021,2022,26529,Flex,Manual,Branco,4,RJ,34833,0
Ford,Ka,2015,2016,74434,Etanol,CVT,Preto,4,CE,17403,0
Renault,Logan,2024,2024,24645,Flex,Automatizado,Cinza,4,CE,25943,1
Toyota,Corolla,2021,2021,76191,Flex,Automático,Branco,4,PE,37514,1
Chevrolet,S10,2021,2021,38237,Flex,Automático,Azul,2,RJ,41100,1
Citroën,C3,2022,2022,39102,Flex,Automático,Preto,4,RS,39645,0
Honda,Civic,2006,2007,103939,Flex,CVT,Cinza,4,PE,18984,1
Chevrolet,Cruze,2021,2022,25973,Flex,CVT,Azul,4,ES,40137,1
Chevrolet,Tracker,2008,2009,93547,Flex,Manual,Azul,4,DF,10000,0
Nissan,Kicks,2024,2024,16691,Gasolina,CVT,Azul,4,CE,78241,0
Toyota,Corolla,2010,2011,266395,Flex,Manual,Vermelho,4,SP,10000,0
Ford,Fiesta,2006,2006,250959,Flex,Manual,Cinza,4,PE,10000,0
Volkswagen,Fox,2010,2010,195367,Flex,Manual,Cinza,2,SC,10000,0
Renault,Sandero,2017,2018,95732,Flex,Manual,Branco,4,PE,16741,0
Chevrolet,S10,2017,2017,156949,Flex,Automático,Preto,4,PE,13144,0
Fiat,Palio,2008,2009,323419,Flex,Manual,Branco,4,PE,10000,0
Nissan,Versa,2024,2024,20774,Flex,Manual,Azul,4,DF,77065,0
Nissan,March,2013,2014,169750,Gasolina,Manual,Branco,4,DF,10295,0
Honda,Fit,2017,2017,119017,Flex,Automatizado,Marrom,2,MG,23601,0
Volkswagen,T-Cross,2022,2022,44024,Gasolina,Manual,Branco,2,PR,34975,0
Peugeot,2008,2018,2019,83080,Flex,Manual,Vermelho,4,ES,24889,0
Hyundai,Creta,2024,2024,11907,Flex,CVT,Preto,4,GO,70212,1
Ford,Fiesta,2010,2011,153043,Flex,Manual,Marrom,4,BA,10000,0
Citroën,C3,2009,2009,187821,Diesel,Automático,Marrom,2,SC,10000,0
Honda,Fit,2016,2016,76402,Diesel,Manual,Prata,4,MG,31266,0
Chevrolet,Onix Plus,2018,2019,121883,Flex,Automático,Azul,2,MG,19511,0
Ford,Ka,2024,2024,15852,Flex,Manual,Marrom,2,PE,38088,1
Jeep,Compass,2024,2025,1595,Flex,Manual,Vermelho,4,SP,80112,0
Honda,HR-V,2006,2007,160499,Flex,Automático,Preto,4,PR,11908,0
Renault,Captur,2012,2013,171604,Diesel,Manual,Preto,2,ES,10000,0
Nissan,Sentra,2014,2014,87948,Flex,Manual,Prata,4,BA,19314,0
Fiat,Punto,2011,2011,237542,Gasolina,Manual,Prata,2,ES,10000,0
Hyundai,Creta,2019,2019,115891,Flex,Automático,Azul,4,DF,29931,1
Volkswagen,Polo,2007,2007,283666,Flex,Automatizado,Preto,4,SC,10000,0
Volkswagen,Nivus,2016,2017,119236,Flex,Automático,Azul,4,ES,16406,0
Citroën,Aircross,2015,2015,202737,Gasolina,Manual,Cinza,4,CE,10000,0
Volkswagen,Fox,2012,2013,213775,Flex,Automático,Vermelho,4,GO,10000,1
Ford,EcoSport,2015,2015,65935,Flex,Manual,Vermelho,4,PR,24329,0
Jeep,Renegade,2013,2014,156988,Flex,Manual,Vermelho,4,SP,18456,0
Honda,CR-V,2021,2021,22039,Gasolina,CVT,Cinza,4,CE,66935,0
Nissan,March,2015,2016,92842,Flex,CVT,Branco,4,BA,25879,1
Peugeot,2008,2014,2014,141159,Flex,Automático,Vermelho,4,BA,11976,1
Hyundai,HB20S,2022,2023,36000,Flex,Automático,Preto,4,SC,53741,1
Toyota,Hilux,2010,2011,73402,Flex,Manual,Cinza,2,PR,23223,1
Nissan,Frontier,2006,2006,232609,Flex,Manual,Vermelho,4,PR,10000,0
Renault,Sandero,2019,2020,126887,Flex,Manual,Vermelho,4,RS,19193,0
Fiat,Strada,2013,2014,263522,Gasolina,Automatizado,Azul,4,RJ,10000,0
Volkswagen,T-Cross,2020,2020,83331,Flex,Manual,Azul,4,SC,24342,0
Chevrolet,Cobalt,2025,2025,1187,Flex,Manual,Branco,2,PE,59326,1
Citroën,Aircross,2019,2020,49820,Flex,Automático,Vermelho,4,BA,35627,1
Hyundai,HB20S,2011,2011,146440,Diesel,Manual,Cinza,4,CE,10000,1
Toyota,SW4,2014,2015,139439,Flex,Manual,Prata,2,BA,15644,0
Volkswagen,Gol,2023,2023,35390,Gasolina,Automático,Branco,4,RS,32674,1
Fiat,Mobi,2010,2010,183646,Flex,Manual,Preto,4,GO,10000,0
Ford,Ka,2008,2008,253446,Flex,Manual,Vermelho,4,RJ,10000,0
Ford,Focus,2021,2021,42382,Flex,Automático,Azul,4,RS,34606,1
Renault,Clio,2024,2024,22725,Etanol,CVT,Cinza,4,RS,38977,1
Honda,WR-V,2020,2021,78071,Flex,Automático,Cinza,2,SC,47716,0
Volkswagen,Amarok,2018,2019,131441,Flex,CVT,Branco,4,ES,15711,1
Peugeot,208,2017,2018,56582,Flex,Manual,Preto,4,ES,22061,0
Fiat,Pulse,2013,2013,176488,Flex,Automático,Azul,4,SP,10000,0
Peugeot,3008,2006,2007,333325,Flex,Manual,Branco,2,ES,10000,0
Chevrolet,Spin,2008,2009,221990,Flex,Automático,Azul,2,SC,10000,0
Peugeot,208,2013,2013,196615,Flex,Manual,Branco,4,PE,10000,0
Chevrolet,Montana,2024,2025,1233,Flex,Manual,Preto,4,PR,32163,1
Jeep,Commander,2014,2014,126742,Gasolina,CVT,Branco,4,GO,24748,0
Chevrolet,S10,2009,2010,151742,Flex,Automático,Marrom,4,CE,10000,0
Volkswagen,Amarok,2011,2011,95372,Diesel,Automatizado,Branco,4,RJ,10000,1
Jeep,Commander,2020,2021,40610,Flex,Manual,Azul,4,PE,77327,1
Ford,EcoSport,2007,2008,358051,Gasolina,Manual,Marrom,4,RJ,10000,0
Nissan,March,2017,2017,125054,Gasolina,Manual,Cinza,2,GO,19536,0
Volkswagen,Virtus,2020,2020,118503,Flex,Manual,Azul,4,GO,19924,0
Citroën,Aircross,2021,2022,56821,Flex,Automatizado,Vermelho,4,RJ,37315,0
Citroën,C3,2016,2017,76304,Flex,Automatizado,Prata,4,MG,21181,1
Jeep,Commander,2008,2009,276083,Flex,Manual,Prata,4,GO,10000,0
Volkswagen,Voyage,2009,2010,106252,Flex,Automático,Marrom,4,ES,10200,0
Honda,CR-V,2013,2013,145685,Diesel,Manual,Marrom,4,PR,14422,0
Toyota,Yaris,2015,2016,67501,Flex,Manual,Branco,2,RJ,32788,0
Volkswagen,Gol,2016,2016,155380,Flex,Automático,Marrom,4,CE,10592,0
Volkswagen,Voyage,2007,2007,358910,Flex,CVT,Azul,2,CE,10000,0
Ford,Focus,2009,2009,167508,Gasolina,Manual,Marrom,4,RJ,10000,0
Peugeot,2008,2011,2012,150233,Diesel,Manual,Cinza,4,GO,10000,1
Jeep,Compass,2020,2021,56485,Etanol,Automático,Cinza,4,SC,56169,1
Nissan,Kicks,2018,2019,58164,Flex,Automático,Marrom,2,RS,38860,0
Ford,Focus,2022,2022,43176,Diesel,Manual,Preto,2,BA,36789,1
Nissan,March,2022,2022,36593,Flex,Automatizado,Cinza,2,SC,46247,0
Honda,CR-V,2017,2017,73223,Flex,Automático,Branco,4,SC,27457,1
Citroën,C3,2010,2011,126602,Flex,Manual,Marrom,4,DF,10000,0
Citroën,C3,2014,2015,129073,Etanol,Manual,Branco,2,MG,13253,1
Renault,Duster,2022,2023,25270,Flex,Manual,Azul,4,PR,28411,1
Ford,Focus,2017,2017,128785,Flex,Manual,Prata,4,GO,17438,0
Ford,Ranger,2005,2006,383317,Flex,Automático,Prata,2,CE,10000,0
Citroën,C3,2006,2006,103310,Flex,Automático,Prata,4,RS,10000,0
Renault,Duster,2013,2014,147437,Flex,Automático,Azul,4,MG,10000,0
Hyundai,Tucson,2012,2013,175496,Flex,Automático,Vermelho,4,ES,10000,0
Jeep,Commander,2005,2006,280328,Flex,Manual,Cinza,4,GO,10000,0
Renault,Kwid,2025,2025,757,Flex,Manual,Preto,4,GO,51896,1
Toyota,SW4,2007,2008,198304,Diesel,Automático,Vermelho,4,SP,10000,0
Volkswagen,Polo,2013,2014,157983,Flex,CVT,Preto,4,BA,10000,0
Fiat,Pulse,2009,2010,114974,Flex,Manual,Branco,4,DF,10000,0
Honda,Civic,2025,2025,842,Flex,Automático,Azul,4,MG,84667,1
Peugeot,208,2016,2017,102971,Flex,Manual,Azul,4,CE,18441,0
Nissan,Sentra,2018,2019,73116,Gasolina,Manual,Azul,2,ES,31841,1
Citroën,C3,2013,2014,245814,Flex,Manual,Preto,4,MG,10000,0
Nissan,Versa,2006,2007,150577,Gasolina,Manual,Marrom,4,SC,10000,0
Chevrolet,S10,2016,2016,126158,Flex,CVT,Cinza,4,ES,15803,0
Ford,Focus,2013,2014,124719,Flex,Manual,Branco,2,RS,11933,0
Toyota,Yaris,2023,2024,15403,Flex,Automático,Branco,2,GO,81927,1
Honda,CR-V,2010,2010,278577,Gasolina,Automático,Prata,4,ES,10000,0
Honda,Fit,2021,2021,42166,Diesel,Automático,Preto,4,SC,75849,1
Hyundai,Tucson,2014,2015,177369,Flex,Automático,Prata,4,PR,10000,1
Nissan,Sentra,2005,2006,168818,Diesel,Manual,Marrom,2,PE,10000,0
Chevrolet,Onix Plus,2016,2016,146335,Flex,Manual,Prata,4,ES,13336,0
Jeep,Compass,2014,2014,83190,Flex,Manual,Marrom,4,ES,33124,0
Chevrolet,Onix Plus,2021,2021,65573,Flex,Automatizado,Branco,4,SC,35856,1
Ford,Ranger,2009,2010,121369,Flex,Automático,Marrom,4,RJ,10000,0
Peugeot,3008,2024,2025,1185,Flex,Automático,Vermelho,4,ES,56230,1
Hyundai,Tucson,2009,2010,206668,Flex,Manual,Preto,4,PR,10000,0
Renault,Oroch,2023,2023,26116,Gasolina,Manual,Cinza,4,MG,38263,1
Renault,Clio,2009,2010,262738,Diesel,Automático,Branco,4,DF,10000,0
Toyota,SW4,2007,2007,122375,Flex,Manual,Branco,4,GO,14049,0
Renault,Kwid,2010,2011,156222,Flex,Manual,Prata,4,PE,10000,0
Fiat,Toro,2007,2008,252562,Flex,Manual,Branco,4,PE,10000,0
Peugeot,2008,2021,2022,34709,Flex,Manual,Branco,2,PR,41263,1
Renault,Sandero,2017,2018,62138,Flex,CVT,Preto,4,CE,16373,1
Peugeot,208,2024,2024,13116,Flex,Manual,Prata,4,RS,55111,1
Hyundai,HB20S,2010,2010,165017,Gasolina,Automático,Prata,4,PR,10000,0
Ford,EcoSport,2015,2015,190710,Flex,Manual,Azul,4,SC,10000,0
Toyota,Yaris,2025,2025,1101,Flex,Manual,Marrom,4,RJ,89708,1
Volkswagen,Fox,2011,2012,146425,Flex,Manual,Prata,4,SC,10000,0
Renault,Logan,2024,2024,15645,Flex,Automático,Branco,4,BA,42463,1
Renault,Captur,2021,2021,95716,Gasolina,Automático,Vermelho,4,CE,24309,1
Jeep,Renegade,2005,2005,336942,Gasolina,Automático,Preto,2,SC,10000,1
Jeep,Commander,2012,2013,121862,Flex,Manual,Cinza,4,SP,18458,0
Hyundai,i30,2015,2015,221718,Flex,Automático,Prata,4,RS,10000,0
Citroën,C3,2018,2019,61163,Flex,Automático,Marrom,4,PE,24508,1
Jeep,Renegade,2022,2022,68703,Flex,CVT,Marrom,4,MG,65691,1
Volkswagen,Jetta,2014,2014,248247,Flex,Automático,Vermelho,4,MG,10000,0
Ford,EcoSport,2012,2012,110041,Diesel,Manual,Vermelho,2,BA,14980,0
Peugeot,208,2015,2015,94706,Flex,Manual,Prata,2,RS,13132,1
Renault,Clio,2016,2017,179975,Flex,Manual,Prata,4,DF,10000,0
Peugeot,208,2010,2011,207001,Flex,Automático,Vermelho,4,MG,10000,0
Ford,EcoSport,2025,2025,1185,Flex,Manual,Prata,4,GO,74168,1
Chevrolet,Cruze,2010,2010,198474,Diesel,Manual,Prata,4,RJ,10000,0
Toyota,Hilux,2022,2022,26034,Flex,Manual,Prata,4,SP,69683,1
Chevrolet,Montana,2022,2023,45030,Flex,CVT,Vermelho,2,RJ,36469,1
Jeep,Compass,2011,2011,120914,Flex,Manual,Azul,4,SP,13753,1
Hyundai,Creta,2012,2013,216424,Flex,Manual,Preto,4,ES,10000,0
Honda,HR-V,2007,2008,208684,Flex,Automático,Azul,2,RS,10000,1
Jeep,Commander,2008,2009,237291,Flex,Automático,Cinza,4,PR,10000,0
Hyundai,Creta,2017,2018,122388,Flex,CVT,Preto,4,RS,24760,0
Honda,Civic,2025,2025,1360,Diesel,Manual,Marrom,4,MG,117644,1
Volkswagen,Nivus,2024,2025,1852,Flex,Automático,Marrom,2,PE,69472,1
Hyundai,Tucson,2015,2015,136944,Flex,Manual,Prata,4,PE,14357,0
Ford,Ka,2013,2014,174300,Flex,Manual,Prata,4,BA,10000,0
Nissan,Frontier,2023,2023,36011,Diesel,CVT,Prata,4,ES,54368,1
Peugeot,3008,2023,2023,15715,Gasolina,Manual,Marrom,4,CE,57948,1
Renault,Oroch,2013,2013,242752,Flex,Automático,Prata,2,BA,10000,0
Ford,EcoSport,2015,2016,81630,Gasolina,Automático,Marrom,2,GO,16989,1
Ford,Focus,2017,2018,64984,Flex,CVT,Preto,4,ES,25702,0
Renault,Logan,2015,2016,182011,Gasolina,Automático,Vermelho,4,GO,10000,0
Renault,Oroch,2017,2018,98907,Flex,Manual,Marrom,2,BA,21477,1
Jeep,Commander,2021,2021,84513,Gasolina,Automático,Branco,4,BA,57792,1
Honda,WR-V,2005,2005,178124,Flex,Manual,Branco,2,ES,10000,0
Citroën,C3,2024,2024,21428,Gasolina,Automático,Preto,4,CE,45228,1
Honda,CR-V,2009,2009,212147,Flex,Manual,Vermelho,4,BA,10000,0
Chevrolet,Montana,2021,2022,52513,Flex,Automático,Prata,4,ES,29929,0
Citroën,C3,2014,2014,116936,Flex,Manual,Vermelho,2,GO,13702,0
Honda,City,2023,2024,18118,Flex,CVT,Vermelho,4,SC,87690,1
Peugeot,2008,2011,2011,180532,Flex,Automático,Vermelho,4,SP,10000,0
Chevrolet,Onix,2023,2023,41019,Diesel,Manual,Azul,4,SP,41608,1
Ford,Ranger,2015,2015,145822,Diesel,Manual,Cinza,4,GO,10000,0
Peugeot,208,2007,2008,97384,Flex,Manual,Vermelho,4,SP,10000,0
Toyota,SW4,2017,2018,112300,Flex,Automático,Azul,4,PE,31848,1
Citroën,C3,2018,2018,44117,Flex,Manual,Azul,2,CE,21156,0
Volkswagen,Polo,2005,2006,204664,Gasolina,Manual,Preto,4,SP,10000,0
Volkswagen,Nivus,2022,2023,24245,Flex,CVT,Preto,4,BA,50151,1
Volkswagen,Amarok,2012,2012,181464,Flex,Manual,Cinza,4,GO,10000,1
Jeep,Commander,2022,2023,40132,Flex,Automático,Preto,4,RJ,92814,0
Hyundai,Creta,2025,2025,1387,Gasolina,Automático,Cinza,4,ES,75105,1
